category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Karjala,Karjala,"Kadonnut Karjala","Tyhjällä esilehdellä siisti omiste","Kadonnut Karjala.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Iivar Kemppinen",,"Karjalan liitto",,"1. p",1981,288,"Sidottu kansipaperein",Suomi,"Normaali käytetty",,,,17,,published,yes,1,,no,833594,instock,simple,yes,Tietokirjallisuus->Karjala,7,
Harrastekirjallisuus->Taide,Taide,"Kamera, perhe ja albumi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","kamera, perhe ja albumi.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Erkki Pakkala",,WSOY,,"1. p",1931,119,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833595,instock,simple,yes,Harrastekirjallisuus->Taide,7,
Harrastekirjallisuus->Käsityöt,Käsityöt,"Kudo kangasta","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","kudo kangasta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Leila Pölkky-Pieskä",,WSOY,,"1. p",1984,125,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,10,,published,yes,1,,no,833596,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous",Maitotalousbakterioppi,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",maitotalousbakterioppi.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,Orla-Jensen,,WSOY,,"1. p",1914,191,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833597,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
Harrastekirjallisuus->Taide,Taide,"Tatuointi - Symbolit ja niiden merkitys",,Tatuointi.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jack Watkings",,Minerva,,"1. p",2011,93,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833598,instock,simple,yes,Harrastekirjallisuus->Taide,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Tiibetiläinen kuolleiden kirja - Suuri kuulemisen tuoma vapautuminen Bardossa",,"Tiibetiläinen kuolleiden kirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"F. Fremantle / C. Trungpa",,WSOY,,"3. p",2005,172,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833599,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Harrastekirjallisuus->Rajatieto,Rajatieto,"Väsytkö vai siirrytkö","""Vain Muurarimestareille""","Väsytkö vai siirrytkö.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Pentti Tuominen",,"Kuninkaantien Kilta",,"1. p",2014,219,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833600,instock,simple,yes,Harrastekirjallisuus->Rajatieto,7,
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Turku vanhoissa postikorteissa 2",,"Turku vanhoissa postikorteissa 2.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Petri Aalto",,Turkuseura,,"1. p",2017,176,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,18,,published,yes,1,,no,833601,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Tietokirjallisuus->Karjala,Karjala,"Laatokan seitsemän merta",,"Laatokan seitsemän merta.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Juha Taskinen",,Bajonnoi,,"1. p",1999,208,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,17,,published,yes,1,,no,833602,instock,simple,yes,Tietokirjallisuus->Karjala,7,
Tietokirjallisuus->Historia,Historia,Pyssymiehiä,,Pyssymiehiä.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Sam Fadala",,Otava,,"1. p",1997,295,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833603,instock,simple,yes,Tietokirjallisuus->Historia,7,
"Harrastekirjallisuus->Metsästys ja kalastus","Metsästys ja kalastus",Perhonsidonta,,Perhonsidonta.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Simo Lumme / Juha Pusa",,Otava,,"1. p",1988,119,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833604,instock,simple,yes,"Harrastekirjallisuus->Metsästys ja kalastus",7,
"Tietokirjallisuus->Lappi ja pohjoiset alueet","Lappi ja pohjoiset alueet","Saamelaiset suomalaiset - Kohtaamisia 1896-1953",,"Saamelaiset suomalaiset.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Veli-Pekka Lehtola",,SKS,,"2. p",2012,528,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833605,instock,simple,yes,"Tietokirjallisuus->Lappi ja pohjoiset alueet",7,
